  1349	수
  1247	있는
  1244	있다.
   859	것이다.
   829	이
   761	그
   641	그러나
   630	것은
   586	대한
   578	할
   510	것이
   452	등
   446	한
   439	것으로
   438	같은
   422	또
   372	한다.
   368	것
   353	위해
   352	하는
   339	우리
   337	이번
   319	있습니다.
   319	없다.
   311	지난
   300	때문에
   292	말했다.
   291	없는
   290	대해
   285	것을
   274	우리는
   268	있을
   263	될
   258	때
   256	큰
   253	했다.
   246	어떻게
   237	그는
   236	있다는
   231	▲
   229	그런
   219	것입니다.
   216	위한
   214	하고
   212	게
   211	특히
   211	있다고
   208	동안
   207	어떤
   205	통해
   205	모든
   203	더
   190	이런
   189	없이
   189	다른
   186	많은
   183	함께
   181	아니라
   180	볼
   175	온
   171	물론
   170	및
   167	이후
   167	따라
   164	최근
   164	우리의
   162	갖고
   160	가장
   158	것도
   157	앞으로
   157	모두
   157	다시
   155	경우
   153	문제가
   151	한다는
   151	있어
   151	어느
   151	문제는
   150	않고
   150	아니다.
   150	따라서
   148	△
   145	때문이다.
   144	두
   143	이를
   141	않을
   141	그리고
   139	우리가
   136	잘
   131	문제를
   129	해
   127	이미
   126	이제
   126	새로운
   126	만큼
   125	현재
   124	뒤
   122	지금
   122	이에
   122	더욱
   121	않은
   119	합니다.
   119	데
   119	계속
   118	크게
   118	정부가
   116	북한의
   115	하지
   115	많이
   114	정부의
   113	한국의
   112	우선
   111	중요한
   111	있었다.
   111	된
   110	되는
   108	왔다.
   108	보면
   107	소련의
   104	수도
   104	등을
   103	한다고
   103	봅니다.
   103	바로
   103	그것은
   102	본다.
   100	일이
    99	수는
    99	밝혔다.
    94	그의
    94	같이
    92	해도
    92	같다.
    91	위해서는
    91	보다
    91	문제
    91	너무
    90	국민의
    89	관한
    88	않는
    87	점을
    87	사람이
    87	또는
    86	오히려
    86	없다는
    85	없을
    85	개
    84	해야
    83	줄
    83	있기
    83	서울
    83	보고
    83	문제에
    83	것이라고
    82	이러한
    82	미국의
    82	또한
    82	나는
    81	한국
    81	하지만
    81	오는
    81	못하고
    81	등의
    81	결국
    80	전
    79	서로
    77	자신의
    77	이날
    77	알고
    77	아직
    76	해서
    76	있고
    76	일이다.
    76	이렇게
    76	여러
    76	대해서는
    76	그렇게
    75	각종
    74	정부는
    74	매우
    74	따른
    74	들어
    74	된다.
    74	거의
    73	일부
    73	없습니다.
    73	어려운
    72	정치적
    72	소련
    72	당시
    71	있는데
    71	일본
    71	다만
    71	나갈
    71	강조했다.
    70	내가
    70	그동안
    69	직접
    69	일을
    69	각
    69	가운데
    68	한소
    68	수밖에
    68	등이
    68	그래서
    68	것"이라고
    67	아닌
    67	새
    67	북한이
    67	관련,
    66	전혀
    65	중
    65	있도록
    65	오후
    64	점에서
    64	있지만
    64	안
    64	생각한다.
    64	그것이
    63	않다.
    63	다
    63	것인가.
    62	있지
    62	일은
    62	이는
    62	영향을
    62	시
    62	관심을
    61	좋은
    61	있게
    61	이들
    61	역시
    61	얘기를
    61	돼
    60	후
    60	채
    60	있으나
    60	입장을
    60	김
    60	1백
    59	상당한
    59	받고
    59	곧
    58	필요가
    58	일본의
    58	사람들이
    58	못한
    58	말을
    58	되어
    57	하다.
    57	얼마나
    57	사실을
    57	북한
    56	있으며
    56	있고,
    56	결코
    56	것이라는
    55	이어
    55	왜
    55	없다고
    55	사실이다.
    55	그가
    54	의해
    54	없어
    54	않았다.
    54	수가
    54	그대로
    53	이제는
    53	않는다.
    53	스스로
    53	속에
    53	소련은
    53	보이고
    53	경제
    52	지금까지
    52	없었다.
    52	뿐
    52	분명히
    52	보는
    52	만나
    52	되고
    52	놓고
    51	사회의
    51	부동산
    51	반드시
    51	몇
    51	먼저
    51	과연
    50	지난해
    50	아직도
    50	대통령이
    50	가진
    49	첫
    49	제대로
    49	생각해
    49	바
    49	문제의
    49	무슨
    49	두고
    49	되면
    48	한반도
    48	한국에
    48	인터뷰
    48	미국
    48	미
    48	모두가
    48	동시에
    48	구체적인
    47	있어야
    47	앞서
    47	소련이
    47	비해
    47	보인다.
    47	민자당의
    47	뜻을
    47	김영삼
    47	겁니다.
    47	같습니다.
    46	했습니다.
    46	처음
    46	점이다.
    46	오늘
    46	않아
    46	속에서
    46	빨리
    46	북한은
    46	받은
    46	관계를
    45	통일을
    45	있음을
    45	이번에
    45	얘기가
    45	세계
    45	뿐이다.
    45	못하는
    44	적지
    44	작년
    44	이상
    44	알
    44	사람은
    44	달리
    44	꼭
    44	그러한
    44	과정에서
    44	것이다"
    43	있는가.
    43	일본은
    43	않습니다.
    43	북한에
    43	본
    43	등에
    43	높은
    43	그들은
    43	과거
    43	것과
    43	가능성이
    42	충분히
    42	지금은
    42	정도로
    42	있다"고
    42	이른바
    42	않으면
    42	말해
    42	때는
    42	노
    42	남북한
    42	그들의
    41	한번
    41	필요한
    41	중국
    41	정치
    41	의견을
    41	오전
    41	생각합니다.
    41	생각이
    41	모른다.
    41	등으로
    41	도움이
    41	그런데
    41	국민들의
    40	현재의
    40	정부와
    40	적이
    40	아무리
    40	민자당은
    40	많다.
    40	국민들이
    40	거쳐
    40	가지
    39	포함한
    39	적극
    39	이처럼
    39	올
    39	문제도
    39	말이
    39	듯
    39	되지
    39	됐다.
    39	당장
    39	국민이
    39	계기로
    38	하면
    38	일단
    38	완전히
    38	시간
    38	세
    38	불구하고
    38	보는가.
    38	받아
    38	말하고
    38	더이상
    38	대통령의
    38	것이었다.
    38	것.
    38	가지고
    38	가까운
    37	힘을
    37	일본이
    37	않게
    37	심각한
    37	시간이
    37	소
    37	변화가
    37	밖에
    37	민자당
    37	다음은
    37	내각제
    37	기업의
    36	즉
    36	준
    36	주는
    36	좀더
    36	적어도
    36	이것이
    36	우리에게
    36	오늘의
    36	아닐
    36	사람들은
    36	못할
    36	누가
    36	남아
    36	그에
    36	8일
    35	자신이
    35	있었던
    35	이것은
    35	요즘
    35	역할을
    35	아닙니다.
    35	못해
    35	명이
    35	만물상
    35	만날
    35	노력을
    35	내
    35	남북
    35	나라의
    35	그렇다면
    35	국민에게
    35	국내
    35	구체적으로
    35	결과를
    35	4월
    34	차례
    34	일문일답
    34	의미를
    34	올해
    34	생각을
    34	사회
    34	보지
    34	별로
    34	밝힌
    34	명의
    34	만들어
    34	당초
    34	다소
    34	그것을
    34	2백
    33	좀
    33	있어서
    33	있는데….
    33	이와
    33	의한
    33	상당히
    33	비롯한
    33	변화를
    33	받을
    33	매년
    33	눈에
    33	그만큼
    32	훨씬
    32	하나의
    32	하나
    32	하겠다.
    32	찾아
    32	있던
    32	있다"
    32	여전히
    32	엄청난
    32	앞으로의
    32	아닌가.
    32	보다는
    32	받는
    32	못했다.
    32	마치
    32	28일
    32	1월
    31	한국이
    31	한국과
    31	하루
    31	통한
    31	지나치게
    31	있으며,
    31	양국
    31	싶은
    31	손을
    31	셈이다.
    31	생각하는
    31	미국은
    31	말할
    31	말이다.
    31	만한
    31	김씨는
    31	것처럼
    31	강력한
    31	30
    30	한국을
    30	지
    30	정말
    30	입장에서
    30	이들은
    30	우리나라
    30	열린
    30	없지
    30	생각입니다.
    30	사실은
    30	사실상
    30	사는
    30	방향으로
    30	받았다.
    30	민주
    30	못
    30	듯한
    30	되도록
    30	대단히
    30	끝에
    30	김대중
    30	길을
    30	고르바초프
    30	갈
    30	5월
    30	12월
    30	"이번
    29	정치를
    29	아닙니까.
    29	설명했다.
    29	살고
    29	북한을
    29	바란다.
    29	문제로
    29	만난
    29	된다는
    29	나가야
    29	그들이
    29	것이며,
    29	개의
    29	가는
    28	항상
    28	차원에서
    28	지난달
    28	조치를
    28	정
    28	있다면
    28	이상의
    28	어려움이
    28	안된다.
    28	생각이다.
    28	사회가
    28	사실
    28	문제와
    28	때마다
    28	대통령
    28	나온
    28	깊이
    28	그를
    28	그렇다고
    28	가능한
    28	20
    28	"그
    27	현
    27	학생들이
    27	질문에
    27	자주
    27	이유로
    27	의미가
    27	여기에
    27	싶다.
    27	소련과
    27	생각하고
    27	비록
    27	북의
    27	보이는
    27	물론,
    27	모습을
    27	맡고
    27	동생
    27	돈을
    27	대화를
    27	대통령은
    27	내년
    27	깊은
    27	그렇지
    27	것입니다"
    27	30일
    27	1천
    27	15
    26	했던
    26	평민당의
    26	책임을
    26	지금도
    26	주고
    26	이유는
    26	없고
    26	않도록
    26	안될
    26	아는
    26	문을
    26	말고
    26	등은
    26	둔
    26	더구나
    26	내용을
    26	날
    26	그것도
    26	것인지
    26	걸쳐
    26	20일
    26	11월
    25	회
    25	한일
    25	하기
    25	평민당
    25	통일
    25	최선을
    25	전에
    25	적극적인
    25	있습니까.
    25	이유가
    25	여러가지
    25	없다"고
    25	아니면
    25	시작한
    25	소련과의
    25	상황이
    25	사람도
    25	바라는
    25	문제다.
    25	모르는
    25	됩니다.
    25	도움을
    25	당의
    25	단
    25	노태우
    25	나가는
    25	고르바초프의
    25	건
    25	88년
    25	87년
    25	1일
    24	한국은
    24	하여
    24	철저히
    24	주장하고
    24	정부에
    24	적극적으로
    24	장관은
    24	자리를
    24	있으면
    24	있어서는
    24	있는데.
    24	의사를
    24	없게
    24	얘기는
    24	소련에
    24	상호
    24	살아
    24	보여
    24	밤
    24	미국이
    24	만든
    24	또다시
    24	대책을
    24	나오고
    24	나라
    24	관심이
    24	관계가
    24	것이며
    24	갖게
    24	갑자기
    24	18일
    24	15일
    24	10
    24	"그런
    23	현지
    23	하며
    23	하는데
    23	태도를
    23	쿠웨이트
    23	측면에서
    23	있는데,
    23	우리나라의
    23	오래
    23	없기
    23	약
    23	아니라,
    23	쓰고
    23	실제로
    23	새로
    23	사이에
    23	사실입니다.
    23	빠져
    23	보였다.
    23	보니
    23	미국과
    23	말
    23	때가
    23	듣고
    23	나의
    23	나올
    23	관해
    23	과거의
    23	개월
    23	50
    23	29일
    22	합의를
    22	한반도의
    22	하면서
    22	하더라도
    22	하나는
    22	추진해
    22	중요하다.
    22	정치의
    22	정치에
    22	점이
    22	일
    22	이젠
    22	이씨는
    22	이들이
    22	에너지
    22	어려움을
    22	앞두고
    22	안고
    22	아니라는
    22	쓰는
    22	쉽게
    22	서울에
    22	서독의
    22	사회에
    22	보이지
    22	박
    22	무엇을
    22	당내
    22	나와
    22	근본적으로
    22	국민은
    22	국민
    22	국가의
    22	경우도
    22	○…
    21	현실을
    21	한다"고
    21	한국과의
    21	필요
    21	주
    21	정부
    21	젊은
    21	전적으로
    21	자신들의
    21	왔던
    21	오늘날
    21	열심히
    21	없었던
    21	않습니까.
    21	않다는
    21	아무도
    21	아니라고
    21	심지어
    21	상황에서
    21	사회적
    21	사태가
    21	사람의
    21	비교적
    21	분위기가
    21	분
    21	바탕으로
    21	민정당
    21	무엇보다도
    21	몇몇
    21	만드는
    21	때문입니다.
    21	되었다.
    21	더욱이
    21	대해서
    21	대부분의
    21	대부분
    21	달려
    21	느낌이다.
    21	남의
    21	기회에
    21	기회를
    21	그렇다.
    21	그럼에도
    21	것이고,
    21	걸
    21	건전한
    21	거듭
    21	개인의
    21	각각
    21	`내
    21	5일
    21	19일
    21	"지난
    21	"나는
    20	회담을
    20	특별한
    20	통일이
    20	통일의
    20	차이가
    20	지지를
    20	지금의
    20	정도의
    20	점은
    20	전국
    20	인해
    20	인한
    20	이후의
    20	이루어질
    20	이라크
    20	우리도
    20	왔습니다.
    20	와서
    20	얘기도
    20	알려져
    20	시간을
    20	사람을
    20	사건을
    20	뿐만
    20	바람에
    20	무엇보다
    20	맞고
    20	말은
    20	마음이
    20	대학의
    20	대로
    20	당연히
    20	다음과
    20	다르다.
    20	늘
    20	넘어
    20	내지
    20	난
    20	꾸준히
    20	그후
    20	국회
    20	과정을
    20	경제적
    20	9일
    20	7월
    20	5공
    19	현상을
    19	했다는
    19	해마다
    19	해결을
    19	한마디로
    19	하고,
    19	하게
    19	청와대
    19	처음으로
    19	진정한
    19	주지
    19	제일
    19	제
    19	정도
    19	절대
    19	자세를
    19	자기
    19	있겠는가.
    19	일반
    19	이라크의
    19	이들의
    19	우리를
    19	우리로서는
    19	여야
    19	어렵게
    19	어려울
    19	않는다는
    19	식으로
    19	시점에서
    19	서둘러
    19	상황을
    19	불과
    19	북한과의
    19	북이
    19	민자당이
    19	뭔가
    19	무려
    19	명을
    19	면에서
    19	들고
    19	된다고
    19	독일의
